status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group,amount_group
بدون حساب جاری,27,وضعیت بحرانی/سایر,لوازم خانگی,4526,A64,کمتر از ۱ سال,4,مرد مجرد,A101,2,A121,32,A142,A152,2,کارگر ساده,2,A192,A201,1,35-26,5000-2000
بدون حساب جاری,10,وام های موجود پرداخت شده,لوازم خانگی,2210,A61,۱-۴ سال,2,مرد مجرد,A101,2,A121,25,A141,A151,1,کارگر ساده,1,A191,A201,0,25-18,5000-2000
بدون حساب جاری,15,وام های موجود پرداخت شده,لوازم خانگی,2221,A63,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,20,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,رادیو/تلویزیون,2389,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A123,27,A142,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,12,وضعیت بحرانی/سایر,لوازم خانگی,3331,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A122,42,A142,A152,1,کارگر ماهر,1,A191,A201,1,45-36,5000-2000
بدون حساب جاری,36,وام های موجود پرداخت شده,کسب و کار,7409,A65,بیشتر از ۷ سال,3,مرد مجرد,A101,2,A122,37,A143,A152,2,کارگر ماهر,1,A191,A201,1,45-36,10000-5000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,652,A61,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,24,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,کمتر از 1000
بدون حساب جاری,36,تاخیر پرداخت شده,لوازم خانگی,7678,A63,۴-۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,40,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,10000-5000
بیشتر از ۲۰۰ مارک,6,وضعیت بحرانی/سایر,خودرو (نو),1343,A61,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A121,46,A143,A152,2,کارگر ماهر,2,A191,A202,1,55-46,2000-1000
کمتر از ۰ مارک,24,وضعیت بحرانی/سایر,کسب و کار,1382,A62,۴-۷ سال,4,مرد مجرد,A101,1,A121,26,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
بدون حساب جاری,15,وام های موجود پرداخت شده,وسایل خانه,874,A65,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,24,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,کمتر از 1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,3590,A61,۱-۴ سال,2,مرد مجرد,A102,2,A122,29,A143,A152,1,کارگر ساده,2,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,11,وضعیت بحرانی/سایر,خودرو (نو),1322,A64,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,40,A143,A152,2,کارگر ماهر,1,A191,A201,1,45-36,2000-1000
کمتر از ۰ مارک,18,همه پرداخت شده,رادیو/تلویزیون,1940,A61,کمتر از ۱ سال,3,مرد مجرد,A102,4,A124,36,A141,A153,1,مدیر/خویش فرما,1,A192,A201,1,45-36,2000-1000
بدون حساب جاری,36,وام های موجود پرداخت شده,رادیو/تلویزیون,3595,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A123,28,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,9,وام های موجود پرداخت شده,خودرو (نو),1422,A61,کمتر از ۱ سال,3,مرد مجرد,A101,2,A124,27,A143,A153,1,مدیر/خویش فرما,1,A192,A201,0,35-26,2000-1000
بدون حساب جاری,30,وضعیت بحرانی/سایر,رادیو/تلویزیون,6742,A65,۴-۷ سال,2,مرد مجرد,A101,3,A122,36,A143,A152,2,کارگر ماهر,1,A191,A201,1,45-36,10000-5000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (کارکرده),7814,A61,۴-۷ سال,3,مرد مجرد,A101,3,A123,38,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,10000-5000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (کارکرده),9277,A65,۱-۴ سال,2,مرد مطلقه/جدا شده,A101,4,A124,48,A143,A153,1,کارگر ماهر,1,A192,A201,1,55-46,10000-5000
۰-۲۰۰ مارک,30,وضعیت بحرانی/سایر,خودرو (نو),2181,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,36,A143,A152,2,کارگر ماهر,1,A191,A201,1,45-36,5000-2000
بدون حساب جاری,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1098,A61,بیکار,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,65,A143,A152,2,بیکار,1,A191,A201,1,65-56,2000-1000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,لوازم خانگی,4057,A61,۴-۷ سال,3,مرد مطلقه/جدا شده,A101,3,A123,43,A143,A152,1,کارگر ماهر,1,A192,A201,0,45-36,5000-2000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,آموزش,795,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,53,A143,A152,1,کارگر ماهر,1,A191,A201,0,55-46,کمتر از 1000
۰-۲۰۰ مارک,24,وضعیت بحرانی/سایر,کسب و کار,2825,A65,۴-۷ سال,4,مرد مجرد,A101,3,A124,34,A143,A152,2,کارگر ماهر,2,A192,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,48,وام های موجود پرداخت شده,کسب و کار,15672,A61,۱-۴ سال,2,مرد مجرد,A101,2,A123,23,A143,A152,1,کارگر ماهر,1,A192,A201,0,25-18,بیشتر از 10000
بدون حساب جاری,36,وضعیت بحرانی/سایر,خودرو (نو),6614,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,34,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,10000-5000
بدون حساب جاری,28,همه پرداخت شده,خودرو (کارکرده),7824,A65,کمتر از ۱ سال,3,مرد مجرد,A103,4,A121,40,A141,A151,2,کارگر ماهر,2,A192,A201,1,45-36,10000-5000
کمتر از ۰ مارک,27,وضعیت بحرانی/سایر,کسب و کار,2442,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,43,A142,A152,4,مدیر/خویش فرما,2,A192,A201,1,45-36,5000-2000
بدون حساب جاری,15,وضعیت بحرانی/سایر,رادیو/تلویزیون,1829,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,46,A143,A152,2,کارگر ماهر,1,A192,A201,1,55-46,2000-1000
کمتر از ۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),2171,A61,۱-۴ سال,4,مرد مجرد,A101,4,A122,38,A141,A152,2,کارگر ساده,1,A191,A202,1,45-36,5000-2000
۰-۲۰۰ مارک,36,وضعیت بحرانی/سایر,خودرو (کارکرده),5800,A61,۱-۴ سال,3,مرد مجرد,A101,4,A123,34,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,10000-5000
بدون حساب جاری,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1169,A65,۱-۴ سال,4,مرد مجرد,A101,3,A122,29,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
بدون حساب جاری,36,تاخیر پرداخت شده,خودرو (کارکرده),8947,A65,۴-۷ سال,3,مرد مجرد,A101,2,A123,31,A142,A152,1,مدیر/خویش فرما,2,A192,A201,1,35-26,10000-5000
کمتر از ۰ مارک,21,وام های موجود پرداخت شده,رادیو/تلویزیون,2606,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,28,A143,A151,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,12,وضعیت بحرانی/سایر,لوازم خانگی,1592,A64,۴-۷ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A122,35,A143,A152,1,کارگر ماهر,1,A191,A202,1,35-26,2000-1000
بدون حساب جاری,15,وام های موجود پرداخت شده,لوازم خانگی,2186,A65,۴-۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A121,33,A141,A151,1,کارگر ساده,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,لوازم خانگی,4153,A61,۱-۴ سال,2,مرد مجرد,A102,3,A123,42,A143,A152,1,کارگر ماهر,1,A191,A201,0,45-36,5000-2000
کمتر از ۰ مارک,16,وضعیت بحرانی/سایر,خودرو (نو),2625,A61,بیشتر از ۷ سال,2,مرد مجرد,A103,4,A122,43,A141,A151,1,کارگر ماهر,1,A192,A201,0,45-36,5000-2000
بدون حساب جاری,20,وضعیت بحرانی/سایر,خودرو (نو),3485,A65,کمتر از ۱ سال,2,مرد مطلقه/جدا شده,A101,4,A121,44,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,36,وضعیت بحرانی/سایر,خودرو (کارکرده),10477,A65,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A124,42,A143,A153,2,کارگر ماهر,1,A191,A201,1,45-36,بیشتر از 10000
بدون حساب جاری,15,وام های موجود پرداخت شده,رادیو/تلویزیون,1386,A65,۱-۴ سال,4,مرد متاهل/بیوه,A101,2,A121,40,A143,A151,1,کارگر ماهر,1,A192,A201,1,45-36,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,رادیو/تلویزیون,1278,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,1,A121,36,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,2000-1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1107,A61,۱-۴ سال,2,مرد مجرد,A101,2,A121,20,A143,A151,1,مدیر/خویش فرما,2,A192,A201,1,25-18,2000-1000
کمتر از ۰ مارک,21,وام های موجود پرداخت شده,خودرو (نو),3763,A65,۴-۷ سال,2,مرد مجرد,A102,2,A121,24,A143,A152,1,کارگر ساده,1,A191,A202,1,25-18,5000-2000
۰-۲۰۰ مارک,36,وام های موجود پرداخت شده,آموزش,3711,A65,۱-۴ سال,2,مرد متاهل/بیوه,A101,2,A123,27,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,15,تاخیر پرداخت شده,خودرو (کارکرده),3594,A61,کمتر از ۱ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A122,46,A143,A152,2,کارگر ساده,1,A191,A201,1,55-46,5000-2000
۰-۲۰۰ مارک,9,وام های موجود پرداخت شده,خودرو (نو),3195,A65,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A121,33,A143,A152,1,کارگر ساده,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,36,تاخیر پرداخت شده,رادیو/تلویزیون,4454,A61,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A121,34,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,24,وضعیت بحرانی/سایر,لوازم خانگی,4736,A61,کمتر از ۱ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,25,A141,A152,1,کارگر ساده,1,A191,A201,0,25-18,5000-2000
۰-۲۰۰ مارک,30,وام های موجود پرداخت شده,رادیو/تلویزیون,2991,A65,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,25,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
بدون حساب جاری,11,وام های موجود پرداخت شده,کسب و کار,2142,A64,بیشتر از ۷ سال,1,مرد مطلقه/جدا شده,A101,2,A121,28,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,24,همه پرداخت شده,کسب و کار,3161,A61,۱-۴ سال,4,مرد مجرد,A101,2,A122,31,A143,A151,1,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
۰-۲۰۰ مارک,48,بدون وام/همه پرداخت شده,سایر,18424,A61,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A122,32,A141,A152,1,مدیر/خویش فرما,1,A192,A202,0,35-26,بیشتر از 10000
بدون حساب جاری,10,وام های موجود پرداخت شده,خودرو (کارکرده),2848,A62,۱-۴ سال,1,مرد مجرد,A102,2,A121,32,A143,A152,1,کارگر ماهر,2,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,6,وام های موجود پرداخت شده,خودرو (نو),14896,A61,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A124,68,A141,A152,1,مدیر/خویش فرما,1,A192,A201,0,75+,بیشتر از 10000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,لوازم خانگی,2359,A62,بیکار,1,مرد مطلقه/جدا شده,A101,1,A122,33,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,5000-2000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,لوازم خانگی,3345,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A122,39,A143,A151,1,مدیر/خویش فرما,1,A192,A201,0,45-36,5000-2000
بدون حساب جاری,18,وضعیت بحرانی/سایر,لوازم خانگی,1817,A61,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A124,28,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,48,تاخیر پرداخت شده,رادیو/تلویزیون,12749,A63,۴-۷ سال,4,مرد مجرد,A101,1,A123,37,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,بیشتر از 10000
کمتر از ۰ مارک,9,وام های موجود پرداخت شده,رادیو/تلویزیون,1366,A61,کمتر از ۱ سال,3,زن مطلقه/جدا شده/متاهل,A101,4,A122,22,A143,A151,1,کارگر ماهر,1,A191,A201,0,25-18,2000-1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),2002,A61,۴-۷ سال,3,مرد مجرد,A101,4,A122,30,A143,A151,1,کارگر ماهر,2,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,24,همه پرداخت شده,لوازم خانگی,6872,A61,کمتر از ۱ سال,2,مرد مطلقه/جدا شده,A101,1,A122,55,A141,A152,1,کارگر ماهر,1,A192,A201,0,55-46,10000-5000
کمتر از ۰ مارک,12,همه پرداخت شده,خودرو (نو),697,A61,کمتر از ۱ سال,4,مرد مجرد,A101,2,A123,46,A141,A152,2,کارگر ماهر,1,A192,A201,0,55-46,کمتر از 1000
کمتر از ۰ مارک,18,وضعیت بحرانی/سایر,لوازم خانگی,1049,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,21,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
کمتر از ۰ مارک,48,وام های موجود پرداخت شده,خودرو (کارکرده),10297,A61,۴-۷ سال,4,مرد مجرد,A101,4,A124,39,A142,A153,3,کارگر ماهر,2,A192,A201,0,45-36,بیشتر از 10000
بدون حساب جاری,30,وام های موجود پرداخت شده,رادیو/تلویزیون,1867,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,58,A143,A152,1,کارگر ماهر,1,A192,A201,1,65-56,2000-1000
کمتر از ۰ مارک,12,تاخیر پرداخت شده,خودرو (نو),1344,A61,۱-۴ سال,4,مرد مجرد,A101,2,A121,43,A143,A152,2,کارگر ساده,2,A191,A201,1,45-36,2000-1000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,لوازم خانگی,1747,A61,کمتر از ۱ سال,4,مرد مجرد,A102,1,A122,24,A143,A152,1,کارگر ساده,1,A191,A202,1,25-18,2000-1000
۰-۲۰۰ مارک,9,وام های موجود پرداخت شده,رادیو/تلویزیون,1670,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A123,22,A143,A152,1,کارگر ماهر,1,A192,A201,0,25-18,2000-1000
بدون حساب جاری,9,وضعیت بحرانی/سایر,خودرو (نو),1224,A61,۱-۴ سال,3,مرد مجرد,A101,1,A121,30,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,12,وضعیت بحرانی/سایر,رادیو/تلویزیون,522,A63,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,42,A143,A152,2,کارگر ماهر,2,A192,A201,1,45-36,کمتر از 1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1498,A61,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A123,23,A141,A152,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
۰-۲۰۰ مارک,30,تاخیر پرداخت شده,رادیو/تلویزیون,1919,A62,کمتر از ۱ سال,4,مرد مجرد,A101,3,A124,30,A142,A152,2,مدیر/خویش فرما,1,A191,A201,0,35-26,2000-1000
بیشتر از ۲۰۰ مارک,9,وام های موجود پرداخت شده,رادیو/تلویزیون,745,A61,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A121,28,A143,A152,1,کارگر ساده,1,A191,A201,0,35-26,کمتر از 1000
۰-۲۰۰ مارک,6,وام های موجود پرداخت شده,رادیو/تلویزیون,2063,A61,کمتر از ۱ سال,4,مرد متاهل/بیوه,A101,3,A123,30,A143,A151,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,60,وام های موجود پرداخت شده,آموزش,6288,A61,۱-۴ سال,4,مرد مجرد,A101,4,A124,42,A143,A153,1,کارگر ماهر,1,A191,A201,0,45-36,10000-5000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (کارکرده),6842,A65,۱-۴ سال,2,مرد مجرد,A101,4,A122,46,A143,A152,2,مدیر/خویش فرما,2,A192,A201,1,55-46,10000-5000
بدون حساب جاری,12,وام های موجود پرداخت شده,خودرو (نو),3527,A65,کمتر از ۱ سال,2,مرد مجرد,A101,3,A122,45,A143,A152,1,مدیر/خویش فرما,2,A192,A201,1,45-36,5000-2000
بدون حساب جاری,10,وام های موجود پرداخت شده,خودرو (نو),1546,A61,۱-۴ سال,3,مرد مجرد,A101,2,A121,31,A143,A152,1,کارگر ساده,2,A191,A202,1,35-26,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,لوازم خانگی,929,A65,۴-۷ سال,4,مرد مجرد,A101,2,A123,31,A142,A152,1,کارگر ماهر,1,A192,A201,1,35-26,کمتر از 1000
بدون حساب جاری,4,وضعیت بحرانی/سایر,خودرو (نو),1455,A61,۴-۷ سال,2,مرد مجرد,A101,1,A121,42,A143,A152,3,کارگر ساده,2,A191,A201,1,45-36,2000-1000
کمتر از ۰ مارک,15,وام های موجود پرداخت شده,لوازم خانگی,1845,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A103,1,A122,46,A143,A151,1,کارگر ماهر,1,A191,A201,1,55-46,2000-1000
